pageid,title,description,description_clean
24690,TV Asahi,"{{stub}}
'''JOEX-DTV''' (virtual channel 5, UHF digital channel 24), branded as '''TV Asahi Corporation''' (株式会社テレビ朝日, ''Kabushiki-gaisha Terebi Asahi''), also known as '''EX''' , '''NET''' and '''Tele-Asa''' (テレ朝, ''Tere Asa''; stylized as '''tv asahi'''),  is the flagship station of the All-Nippon News Network, owned-and-operated by the '''TV Asahi Corporation''' subsidiary of certified broadcasting holding company '''TV Asahi Holdings Corporation''', itself controlled by [[wikipedia:The Asahi","JOEX-DTV (virtual channel 5, UHF digital channel 24), branded as TV Asahi Corporation (株式会社テレビ朝日, Kabushiki-gaisha Terebi Asahi), also known as EX , NET and Tele-Asa (テレ朝, Tere Asa; stylized as tv asahi), is the flagship station of the All-Nippon News Network, owned-and-operated by the TV Asahi Corp"
24017,TV Osaka,"{{stub}}
'''Television Osaka, Inc.''' (テレビ大阪株式会社, ''Terebi Ōsaka Kabushiki Gaisha'', also referred to as TVO) is a TV station affiliated with [[wikipedia:TXN|TXN]] in Osaka, Japan. The mascot character is ""Takoru-kun"" (たこるくん).

== References ==
{{Reflist}}

== External links ==
* [http://www.tv-osaka.co.jp/ Official website] (in Japanese)


{{Wikipedia|TV Osaka}}
[[Category:Television Channels]]","Television Osaka, Inc. (テレビ大阪株式会社, Terebi Ōsaka Kabushiki Gaisha, also referred to as TVO) is a TV station affiliated with in Osaka, Japan. The mascot character is ""Takoru-kun"" (たこるくん). * (in Japanese)"
2714,TV Tokyo,"[[File:TV_Tokyo_logo.png|thumb|Logo]]

{{translation|'''TV Tokyo Corporation''' (or '''TX''')|株式会社テレビ東京|Kabushiki Gaisha Terebi Tōkyō}} is a television station headquartered in Minato, Tokyo, Japan. Also known as {{translation|""'''Teleto'''""|テレ東|Teretō}}, a portmanteau of ""terebi"" and ""Tokyo"", it is the key station of [[Wikipedia:TXN|TX Network]]. It is one of the major Tokyo television stations, particularly specializing in [[anime]]. The station is co-owned by Nihon Keizai Shimbun and Mainichi","is a television station headquartered in Minato, Tokyo, Japan. Also known as , a portmanteau of ""terebi"" and ""Tokyo"", it is the key station of . It is one of the major Tokyo television stations, particularly specializing in . The station is co-owned by Nihon Keizai Shimbun and Mainichi"
11004,TV drama,"'''TV drama''', or '''television drama''' and '''television drama series''' in the United States, known as '''Dramatic programming''' in the UK, is television program content that is scripted and (normally) fictional along the lines of a traditional drama. This excludes, for example, documentaries, sports television, television news, reality show, game shows, stand-up comedy, and variety shows. Also, by convention, the term is not generally used for situation comedy or soap opera, but there is n","TV drama, or television drama and television drama series in the United States, known as Dramatic programming in the UK, is television program content that is scripted and (normally) fictional along the lines of a traditional drama. This excludes, for example, documentaries, sports television, telev"
20209,"Tabi ni Deyou, Horobiyuku Sekai no Hate made","{{Series
|genre=Adventure, Fantasy
|media=Light Novel
|image=File:Tabi_ni_Deyou,_Horobiyuku_Sekai_no_Hate_made.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Tabi ni Deyou, Horobiyuku Sekai no Hate made''' (旅に出よう、滅びゆく世界の果てまで, lit. ""Our Journey to the End of the Ceasing World"") is a [[light novel]] series by Tadahito Yorozuya with illustrations by Houmitsu. 

==Plot==
The story revolves around a boy and a girl who travel together through a world that is gradually nearing its end.","Tabi ni Deyou, Horobiyuku Sekai no Hate made (旅に出よう、滅びゆく世界の果てまで, lit. ""Our Journey to the End of the Ceasing World"") is a series by Tadahito Yorozuya with illustrations by Houmitsu. The story revolves around a boy and a girl who travel together through a world that is gradually nearing its end."
11499,Taboo Tattoo,"{{stub}}
{{Series
|image=File:Taboo-Tattoo.jpg
|demographic=Seinen
|genre=Action, Comedy, Drama, Supernatural
|tag=Ecchi, Martial Arts, School Life
|media=Manga, Anime
|localsitelogo=No-wordmark.png
|wiki=taboo-tattoo
|wiki name=Taboo-Tattoo Wiki
|foundingdate=31-May-2016 
|pagecount=9
|datechecked=8-Sep-2025
|animangafooter=Yes
|animanganavlink=Yes
|adoptable=Yes
}}__NOTOC__
{{translation|'''Taboo Tattoo'''|タブー・タトゥー}} is an ongoing Japanese action adventure [[seinen]] [[manga]] series written a",__NOTOC__ is an ongoing Japanese action adventure series written a
26723,Tachi,"{{stub}}
[[File:Tachi.png|thumb|320px]]
'''Tachi''' (タチ) is a term used for the ""top"" in boyfriends/girlfriends relationships,<ref name=""jwa"">''Japanese with Anime'' - [https://www.japanesewithanime.com/2018/02/tachi-neko-riba-meaning.html Tachi, Neko, Riba タチ, ネコ, リバ / 凸凹回] Wednesday, February 21, 2018</ref> but has become more associated with [[Yuri]] (Girls' Love) relationships.{{fact}} Not to be confused with the homonym: ~tachi (～達), the pluralizing suffix.<ref name=""jwa"" />

;Characteristi","Tachi (タチ) is a term used for the ""top"" in boyfriends/girlfriends relationships,Japanese with Anime - Wednesday, February 21, 2018 but has become more associated with (Girls' Love) relationships. Not to be confused with the homonym: ~tachi (～達), the pluralizing suffix. ;Characteristi"
2240,Tachibana Higuchi,"{{translation|'''Tachibana Higuchi'''|樋口 橘|Higuchi Tachibana}} Born 1976-03-16, is a Japanese [[mangaka|manga artist]] known for her works of ''[[Gakuen Alice]]'' and Portrait of M&N. 

In year 1996, she first made her debut in Bessatsu Hana to Yume's 5th issue, entitled {{translation||5月のサクラ|5 Gatsu no Sakura}}.

With an interview with [[Tokyopop]] she gave a detailed look on how she started as a mangaka.

""I first submitted a manga story a while after I graduated from high school. Up until the","Born 1976-03-16, is a Japanese known for her works of and Portrait of M&N. In year 1996, she first made her debut in Bessatsu Hana to Yume's 5th issue, entitled . With an interview with she gave a detailed look on how she started as a mangaka. ""I first submitted a manga story a while after I graduat"
6644,Tactical Roar,"{{Series
|genre=Comedy, Romance, Science Fiction
|tag=Military,
|media=Anime
|image=File:Tactical Roar.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Tactical Roar''' (タクティカルロア, ''Takutikaru Roa'') is a Japanese [[anime]] television series. The series produced with mix of traditional and Computer Generated animation.

==Plot==
In the near future the world's climate shifted creating in the Western Pacific a perpetual super cyclone: the Grand Roar that altered the earth, flooding m","Tactical Roar (タクティカルロア, Takutikaru Roa) is a Japanese television series. The series produced with mix of traditional and Computer Generated animation. In the near future the world's climate shifted creating in the Western Pacific a perpetual super cyclone: the Grand Roar that altered the earth, flo"
16215,Tactics,"{{Series
|genre=Comedy, Drama, Fantasy, Romance, Yaoi
|tag=Historical, Yōkai, Folklore
|media=Anime, Manga, Light Novel
|wiki=tactics
|wiki name=Tactics Wiki
|image=File:Tactics.jpg
|pagecount=11
|datechecked=July 17, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''Tactics'''|タクティクス|Takutikusu}} is a manga series written as a collaboration between Sakura Kinoshita and Kazuko Higashiyama. It was serialized in Comic Blade Masamune. While the manga was previously lice",is a manga series written as a collaboration between Sakura Kinoshita and Kazuko Higashiyama. It was serialized in Comic Blade Masamune. While the manga was previously lice
21041,Tada Never Falls in Love,"{{Series
|image=File:Tada-kun wa Koi wo Shinai.jpg
|wiki=tada-kun-wa-koi-wo-shinai
|wiki name=Tada-kun wa Koi wo Shinai Wiki
|foundingdate=January 24, 2018
|pagecount=63
|datechecked=November 26, 2021
|genre=Comedy, Romance, Slice of Life
|media=Anime
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Tada Never Falls in Love'''|多田くんは恋をしない|Tada-kun wa Koi wo Shinai}} is a Japanese romantic comedy [[anime]] television series produced by Doga Kobo, and is licensed by Sentai","is a Japanese romantic comedy television series produced by Doga Kobo, and is licensed by Sentai"
19766,Tai Chi Chasers,"{{Series
|genre=Action, Adventure, Fantasy
|media=Anime
|wiki=taichichasers
|wiki name=Tai Chi Chasers Wiki
|image=File:Tai Chi Chasers.jpg
|foundingdate=September 3, 2011‎
|pagecount=130
|datechecked=January 17, 2018
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Tai Chi Chasers'''|태극천자문, 太極千字文|Tai Chi Senjimon}} is a South Korean/Japanese [[anime]] series co-produced by JM Animation and [[Toei Animation]]. It originally aired on KBS 1TV on April 29, 2007 to January 20","is a South Korean/Japanese series co-produced by JM Animation and . It originally aired on KBS 1TV on April 29, 2007 to January 20"
17014,Taiga of Genesis,"{{Series
|demographic=Seinen
|genre=Action, Adventure, Drama, Mystery, Supernatural
|media=Manga
|image=File:Taiga of Genesis.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Taiga of Genesis''' (創世のタイガ, ''Sousei no Taiga'') is a [[manga]] series written and illustrated by Kouji Mori. It is serialized in Evening. 

==Plot==
{{stub}}

==External Links==
===Official===

===Other Sources===

===Other Wikis===

==References==
<references/>

__NOTOC__","Taiga of Genesis (創世のタイガ, Sousei no Taiga) is a series written and illustrated by Kouji Mori. It is serialized in Evening. = = = __NOTOC__"
9896,Tail Star,"{{Series
|demographic=Seinen
|genre=Action, Adventure, Fantasy, Psychological, Romance
|tag=Tragedy
|media=Manga
|wiki=tail-star
|wiki name=Tail Star Wiki
|image=File:Tail Star .png
|foundingdate=March 8, 2013
|pagecount=19
|datechecked=July 22, 2017
|animangafooter=No
|animanganavlink=Yes
|adoptable=Yes
}}
'''Tail Star''' (テイルスター) is a [[manga]] written and and illustrated by Okama. It was serialized in [[Ultra Jump]] from February 18, 2012 to June 19, 2014

==Plot==
Long ago, in the far reache","Tail Star (テイルスター) is a written and and illustrated by Okama. It was serialized in from February 18, 2012 to June 19, 2014 Long ago, in the far reache"
11813,Tail of the Moon,"{{Series
|demographic=Shōjo
|genre=Adventure, Comedy, Romance
|media=Manga
|wiki=tailofthemoon
|wiki name=Tail of the Moon Wiki
|image=File:Tail of the Moon.jpg
|foundingdate=August 17, 2010
|pagecount=7
|datechecked=February 5, 2018
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''Tail of the Moon'''|月のしっぽ|Tsuki no Shippo}} is a Japanese [[shōjo]] [[manga]] series written and illustrated by Rinko Ueda. The series began serialization in Margaret magazine in 2002 and ran",is a Japanese series written and illustrated by Rinko Ueda. The series began serialization in Margaret magazine in 2002 and ran
26716,Taisho Otome Fairy Tale,"{{Series
|genre=Historical, Romance
|tag=Taisho
|media=Manga, Anime
|wiki=taisho-otome-fairy-tale
|wiki name=Taisho Otome Fairy Tale Wiki
|image=File:Taisho Otome Fairy Tale.jpg
|foundingdate=2021/09/01
|pagecount=295
|datechecked=2022/7/9
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''Taisho Otome Fairy Tale'''|大正処女御伽話|Taishō Otome Otogi Banashi}} is a [[manga]] series written and illustrated by [[Sana Kirioka]]. The manga began its serialized in [[Shueisha]]'s [[Jump",is a series written and illustrated by . The manga began its serialized in 's [[Jump
27164,Taishō,"{{stub}}
'''Taishō''' usually refers to a historical period of July 30, 1912 to December 25, 1926 corresponding to the reign of the Japanese [[wikipedia:Emperor Taishō|emperor Taishō]]. It has no specific connection to [[anime]] and [[manga]], but some are set in the time period and use it in the title.
==ACG Series themed around the term==
*[[Taishō Baseball Girls]]
*[[Sakura Wars]]
*[[Taisho Otome Fairy Tale]]
*[[Taishō Mebiusline]]
== External links ==
* {{wplink|icon=|Taishō}}
[[Category:Ter","Taishō usually refers to a historical period of July 30, 1912 to December 25, 1926 corresponding to the reign of the Japanese . It has no specific connection to and , but some are set in the time period and use it in the title. * * * * * [[Category:Ter"
4886,Taishō Baseball Girls,"{{Series
|genre=Comedy, Historical, Sports
|demographic=Seinen
|tag=School, Taisho, Baseball
|media=Anime, Manga, Light Novel, Game
|image=File:Taisho Baseball Girls.png
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''Taishō Baseball Girls.'''|大正野球娘。|Taishō Yakyū Musume.}} is a [[light novel]] series written by Atsushi Kagurazaka and illustrated by Sadaji Koike. Tokuma Shoten has published two novels as of November 2008. The novels have been adapted to a [[drama CD]], a","is a series written by Atsushi Kagurazaka and illustrated by Sadaji Koike. Tokuma Shoten has published two novels as of November 2008. The novels have been adapted to a , a"
25882,Taishō Mebiusline,"{{Series
|genre=Historical, Yaoi
|tag=Samurai, Shorts, Taisho
|media=Anime, Game
|wiki=yaoi
|wiki name=Yaoi Wiki
|image=File:Taisho_Mebiusline.jpg
|foundingdate=2010/01/03
|pagecount=2526
|datechecked=2021/12/08
|animangafooter=No
|animanganavlink=No
|adoptable=No
|medai=Game, Anime
}}
{{Translation|'''Taisho Mebiusline'''|大正メビウスライン}} is a Japanese [[yaoi]] videogame developed by LoveDelivery. It was first released for Windows in December 21, 2012 until is was later ported to Playstation Portabl","is a Japanese videogame developed by LoveDelivery. It was first released for Windows in December 21, 2012 until is was later ported to Playstation Portabl"
26013,Taiso Samurai,"{{Series
|genre=Drama, Slice of Life, Sports
|demographic=Seinen
|media=Anime
|wiki=taiso-samurai
|wiki name=Taiso Samurai Wiki
|image=File:Taiso Samurai.jpg
|foundingdate=August 13, 2020
|pagecount=9
|datechecked=October 10, 2020
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
'''Taiso Samurai''' (体操ザムライ, ''Taisō Zamurai'') is an original TV anime directed by Hisatoshi Shimizu at studio MAPPA. 

==Plot==
The story is set in the year 2002 in the once powerful Japanese men's gymnastics t","Taiso Samurai (体操ザムライ, Taisō Zamurai) is an original TV anime directed by Hisatoshi Shimizu at studio MAPPA. The story is set in the year 2002 in the once powerful Japanese men's gymnastics t"
11035,Takamagahara,"{{Series
|demographic=Shōnen
|genre=Action, Comedy, Supernatural
|tag=Delinquent
|media=Manga
|wiki=takamagahara
|wiki name=Takamagahara Wiki
|image=File:Takamagahara.jpg
|foundingdate=June 20, 2012
|pagecount=51
|datechecked=May 7, 2017
|animangafooter=Yes
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''Takamagahara'''|タカマガハラ|Takamagahara}} is a Japanese [[manga]] series written and illustrated by Juuzou Kawai.

==Plot==
Inside of every human lie dormant superpowers. When these powers ar",is a Japanese series written and illustrated by Juuzou Kawai. Inside of every human lie dormant superpowers. When these powers ar
